ident,title,description,question,annotation_score,annotation_category
B003TT2PYI,"KitchenAid KMT223OB 2-Slice Toaster, Onyx Black","The KitchenAid 2 Slice Toaster features an attractive metal housing that gives the toaster durability and style that you&#x2019;ll love displaying on your countertop. The LCD display featured on this toaster remembers the last shading and function set, so you can get your toast the way you like it every time. A sleek, digital progress bar counts down time, so you&#x2019;ll always know when your toast will be ready.","how long is the warranty?, thanks",1,g
B002SVQHHY,"American Weigh Scales 5KBowl-BK Digital Kitchen Scale with Removable Bowl, Black",The AMW-5KBOWL makes the perfect kitchen pal. Its durable and user friendly design makes everyday kitchen measuring quick and easy. The backlit LCD display helps make the numbers viewable and easy to read. This scale offers diversity with functionality. Use the bowl to weigh your ingredients or remove the bowl and place your items directly on the weighing surface. Clean up is easy and a snap the sturdy and durable bowl is dishwasher safe.,what is the lowest gram weight this will weigh,-5,s
B008JVZOVC,"Better Houseware Large Sink Protector, Black","Black Large Sink Protector-protects sink, china, crystal Measures: 18-inch x 12-inch Protect your sink from scratches and glassware from nicks.",does it come in extra large?,-5,g
B0057SRFC6,Black &amp; Decker Gizmo EM200 / GC200 Replacement NI-CAD Rechargeable Battery Pack,"Gizmo 3rd Party Rechargeable Battery Pack.
24 hours - slow charged battery pack.  Comes 100% pre-charged for immediate use.",mine is a gc200/gc100 will this pack work ?,3,s
B007V5JKP8,"TG 82-7879 18-Inch Cushioned Folding Stool, Black",Having some friends over but limited on seating? Looking for an inexpensive way to add seats without taking up a lot of room or wasting money on renting? Well this 18-Inch cushioned stool is the way to go. Measures 14 by 15 by 18-Inch opened and folds down to 12.5 by 29 by 2-Inch (length by width by height).,what is the weight capacity?,2,g
B001KW0C9G,Prepac Monterey Cherry Queen Platform Storage Bed (6-drawers),"This stylish Queen Platform Storage Bed has six spacious drawers (three per side for each occupant) which are ideal for storing bed linens, clothes and, in particular, socks!  Drawers roll on metal roller hardware for a smooth operation.   Coordinate with the Double / Queen Headboard, Cubbie Bench and other bedroom furniture or use alone with existing furniture.",is the mattress included?,3,s
B0060LKDY6,Tatung TAC-06KN 6 Cups Indirect Heating Stainless Steel Rice Cooker,"Stainless steel rice cooker. 6 Cups. All the accessories; lid, inner cover, inner pot, and steamer plate are made of stainless steel material. Multi-functional rice cooker and steamer with warming options. Good for cooking white, sweet, and brown rice. Watts: 600. Color: Silver. Warranty: 1 Year.",can use it us?,0,N/A
B001ESOOP4,"Black &amp; Decker RC436 16-Cup Rice Cooker, White","This rice cooker lets you make up to 16 cups of delicious, fluffy cooked rice. Great for white, brown, or flavored rice side dishes, 7 cup uncooked Rice. The removable bowl is submersible and has a non-stick coating for easy cleaning.","does it have a detachable cord, and can u also use it as a steamer?",3,s
B0002EXY1G,"Brabantia 49-by-18-Inch Size-C Ironing-Board Cover, Grey","Thanks to the unique Cord + Stretch system, this Brabantia Grey Ironing Board Cover will always remain taut, with no creases, ensuring the maximum possible comfort. The unique color codes make matching the right cover to the same size Brabantia ironing table a breeze! The top layer is heavy-duty pure cotton, with a resilient and steam permeable foam layer that guarantee years of long use.  The metal coating reflects heat, allowing for faster, and better ironing.",is it washable?,2,g
B001B4EFJG,Con-Tact Clear Contact Paper,"Multipurpose decorative clear covering. Con-Tact brand coverings with A-21 adhesive backing. Stainproof, mothproof and mildew-resistant. Durable plastic. Washable and waterproof. Protects and preserves surfaces. Ideal to renew wo",is the plastic cover frosted?,4,s
B0027MF964,"T-fal A8572494 Specialty Nonstick Dishwasher Safe PFOA Free Cookware Handy Pot Sauce Pan with Glass Lid, 3-Quart, Gray","T-fal A8572494 Specialty Nonstick 3-Quart Handy Pot Sauce Pan with Glass Lid Dishwasher Safe Cookware, Gray",how deep is the actual pot?,2,g
B002WWRLRE,Ps Compact Toasteroven Broiler,"Compact 2 slice capacity. Includes bake pan & broil function. Fits 2 slices of toast or 6"" personal pizza. Slide-out crumb tray for easy cleanup. 15 minute timer with auto shutoff and ready bell.",what are the neasurements of the toaster oven,-5,s
B006JXXBZ8,Proctor-Silex 59738 Hand Blender,"The Proctor-Silex Hand Blender is one tool ideal for multiple jobs. It can blend, mix, puree and whip. The 150 watts of power and stainless steel blade will fit virtually all of your blending needs.",will it work on ice cubes in smoothies?,-5,s
B0087VUAYU,Fresca 50&quot; Wide Bathroom Medicine Cabinet w/ Mirrors,"This 50"" medicine cabinet features mirrors everywhere. The edges have mirrors and also on the interior of the medicine cabinet. The inside features four tempered glass shelves. Can be wall mounted or recessed into the wall.",can you confirm if the cabinet box is aluminum or other material?,3,s
B003FI5J3M,Coaster Room Divider Shelf In Black Oak Finish,"These wall units can be used to dress up any wall with the look of interlocking shelves, which provide storage and display space in differently sized compartments. Finished in a black or cappuccino color.",what's the thickness (not width) of the perimeter boards and the interior shelves?,3,s
B003H2GCKK,MIDEA AMERICA CORP/IMPORT MWK-05CMN1-BI7 Westpointe 5K Air Conditioner,"Mechanical window air conditioner that cools up to 150 square feet of area. Includes rotary thermostat control, 9.7 EER, a window installation kit, and a 2 speed cool/fan. Fits window 23'' minimum to 36'' maximum with window side panels attached to each side of the cabinet. Uses eco-friendly R410A refrigerant and 1 year full parts and labor carry in coverage warranty.",what is the minimum window height to fit it in?,2,g
B003NTBD9W,32in Kidney Banded Wood Lazy Susan 2-shelf Set,"Beautiful wood susans look elegant in any kitchen. These trays are manufactured in the USA. The 1/2"" thick band is glued and doweled together to form a continuous band which is 2"" tall outside and 1-1/2"" tall inside. The bottom is 1/2"" thick premium grade maple plywood. After assembly, each natural wood tray goes through a multi-step finish to provide a soft, smooth, natural finish","why does it say it is ""red"" in the technical details?",-5,g
B002LVUIKI,Presto 05471 1000-Watt 1-Liter Stainless-Steel Electric Deep Fryer,"Delicious deep fried foods, fast and easy. Space-saving size. Brushed stainless steel exterior. 120 volts, 60 Hz only",is it big enough to fit a sandwich in?,3,s
B000MU6TN0,Set of 2 Cast Iron Sizzling Steak Plate #5294,A Set of 2 iron steak plates with 2 wooden bases. * Serve Steak and/or Food Sizzling Hot while serving. * The plate is snuggled in the wooden base for easy and safe serving. * Material: Cast Iron Plate & Handle and Wooden Base *,can these plates be used in a toaster oven,4,s
B001PIUM86,Mediflow Waterbase Pillow Box of 4,"Therapeutic cervical pillow with fillable water bladder. Provides outstanding comfort and support for the head and neck. Instantly adjusts to changes in sleeping position. Reduces neck pain, relieves associated headaches, improves quality of sleep. Thermal insulator fully encases the water layer to prevent body heat from being drawn from the head, neck and shoulders. Super-soft, hypoallergenic DuPont polyester fiber top layer. Fill with tap water. Personalize for soft, medium and firm support. 2-year-year warranty.",what is the difference between the mediflow and chiroflow pillow,4,s
B003ZLD012,"Crosley Furniture Alexandria Natural Wood Top Kitchen Island, White","Constructed of solid hardwood and wood veneers, this kitchen island is designed for longevity. The beautiful raised panel doors and drawer fronts provide the ultimate in style to dress up your kitchen. Two deep drawers are great for anything from utensils to storage containers. Behind the four doors, you will find adjustable shelves and an abundance of storage space for things that you prefer to be out of sight. Style, function and quality make this kitchen island a wise addition to your home.",is there a drop leaf?,4,s
B0002X4PXI,"Cosco Rockford 11255MGY1 Wood Step Stool, 3-Step, Mahogany","Complete your projects in style with this attractive Rockford three-step wood step stool. The beautiful mahogany color coordinates perfectly with dark wood d&#xE9;cor. Stool folds flat and has a locking top step for safety. Ideal for painting, wallpapering, hanging pictures, cleaning and more.  Your purchase is covered by a manufacturer's limited 10-year warranty.","what is the outside width (not depth, please) at the widest point, when folded?",4,s
B0069OZCGS,Derby Wooden Bench,IDF-BN6681 Features: -Upholstery material: 35pct Polyester and 65pct cotton.-Flared arms and extra padded seat cushion.-ISTA 3A certified. Options: -Upholstered in beige colored fabric. Construction: -Frame construction: Solid wood. Color/Finish: -Finish: Dark Oak.,is this assembled?,-5,g
B004VFHKUS,"Thermos 16-Ounce Drink Bottle, Black","The Sipp by Thermos Vacuumware line combines sleek style with unique functional features. We've used the best materials we could find and added clever features like integrated tea hooks. Featuring Thermos vacuum insulation technology, your food and beverages will stay hot or cold for hours. Thermos knows how much hot matters to commuters, and that's why we've developed the Sipp Leak-Proof Drink Bottle. The flip-top lid has an innovative drink well that controls the flow of hot liquids, making it easier and safer to sip hot beverages directly from the bottle.",does this thermos have a tea infuser?,3,s
B004Q5M0GC,Handy Gourmet JB6067 Magic Cup Cake Maker,"Bake giant cupcakes easily! Makes the biggest, yummiest cupcakes you've ever seen. 3 pc non-stick silicone bake ware set. Includes special mold that allows you to fill center. Fill with pudding, ice cream, whipped cream, fresh mousse, endless possibilities. The Magic Cupcake Maker is fun for you and your whole family. it is 25 times the size of regular cupcakes.",how many people does this feed?,3,s
B003N645AO,Wusthof 3-Piece Build A Set,"Every knife block set comes with three basic items: a storage block, a honing steel, and a kitchen shear. With this Build a Set you decide what knives go in your set. Do you want to fill the slots with steak knives or do you want to store many different paring knives. With the Build a Set you are the creator and you decide how to customize your set to fit your cooking needs.",does this block fit the 7 inch wusthof santoku knife?,3,s
B005QC972E,24 Pack 16 oz Double Wall Insulated Acrylic Tumblers w/ Straw and Lid,"Pack of 24 - Perfect 16-ounce tumbler for your favorite cold drinks. Insulated double wall constructions, made with durable BPA-free plastic material. Screw-in cap, prevent unnecessary spills from the top. Resuable straws included with the tumbler, stays inside the lid. Recommended for hand-wash. Cannot be used with microwave.",could i put a paper between the double wall?,3,s
B0052BDSPQ,Convection Extender Ring,"Cook even more with your Savoureux Pro Line&trade; Convection oven Bake, roast, barbecue, broil, air-fry, air-broil, grill and steam foods to mouth-watering perfection at faster-than-microwave speeds! If you own a Savoureux Pro LineTM convection oven and are looking to expand your cooking space, this unit is for you. It will let you bake, roast, barbeque, broil, air-fry, air-broil, grill and steams larger amounts of foods to mouth-watering perfection at faster-than-microwave speeds. Stainless steel construction ring adds 3 to the height of your unit and is dishwasher safe.",does anyone know if this will fit the nuwave oven/pro,3,s
B002QB9TPS,Anolon Nouvelle Copper Hard Anodized Nonstick 8-Inch and 10-Inch Open Skillets Twin Pack,"The Anolon&#xAE; Nouvelle Copper skillets are classic must haves in any kitchen. Their versatile functionality allows you to prepare foods from delicate scallops to lobster tails. The copper core double full cap base paired with durable restaurant tested Autograph&#xAE; 2 Nonstick ensures even heat distribution, enduring food releasing performance and easy cleaning.",are the skillets induction compatible,-5,s
B00391B916,Maxam 18oz Stainless Steel Flask,"Maxam stainless steel flasks provide sleek, sturdy containment and transportation for your spirit of choice. Features brushed finish sides with polished finish top and bottom. Measures 5"" x 6-3/4"" x 1-1/2"".",what grade of stainless is it made of?,2,g
B0007OBFA8,"Whitmor 6058-90 Supreme Garment Rack, Chrome",Chromed steel rolling garment rack. Top and bottom shelves with hanging bar. Made with heavy duty wheels for easy movement. Unit measures 18-Inch by 36-Inch by 70.25-Inch,what is the width of the rack?,-5,g
B000WU8PW8,"Perfect Pod Holster Use Any Pod in Your Keurig Coffee Maker - Over 10,000 Sold",The Perfect Pod Holster allows you to use virtually any pod 55mm and greater in your Keurig coffee Machine. It features a self tamping spring which extracts a beter cup of coffee or tea. Now you can buy less expensive pods and use them in your Keurig machine. You can also make your own custom coffee pods using the Perfect Pod Maker (sold seperately) for the perfect cup of coffee you have been looking for.,are there reusable cups for the cblt coffee makers?,4,s
B000OLA7KS,Potato Ricer and Baby Food Strainer,"This handy and versatile potato ricer will help you create fluffy, lump-free mashed potatoes and can also assist in making baby food, apple cause, or spaetzle. The contoured, heavy-duty plastic handles are comfortable to use, and an added pot extension holds the ricer steady over most pots. The ricer comes with two stainless steel plates, one for a medium grain and one for a coarse grain. The cleanup is easy, as all parts are dishwasher safe.Ricer measures 13.5"" L x 4"" W x 4.5"" H; Plates measure 3.25"" x 3.25""",has the water problem in the handles been fixed with this ricer now?,4,s
B000FL9ND4,"Old Dutch International Copper Clad Stainless Steel Hammered Canister, Set of 4","Old Dutch International Copper Clad Stainless Steel Hammered Canister, Set of 4,  4Quart, 2Quart, 1&#xBD; Quart ,1Quart","i would like to purchase the hammered cookie jar,canisters,salt and pepper and and tool candy.are they the same colors of copper?",4,s
B005DVCFEK,"Hookless Herringbone Built-in Fabric Liner Fabric Shower Curtain, White",This Hookless Fabric Shower Curtain with built-in rings makes updating your bathroom a breeze. Our patented Flex-On rings eliminates the need to purchase shower curtain rings and deal with the hassle of them falling off the curtain. Sheer window adds extra light into showering space. Snap-in fabric liner included for easy cleaning.,where can you buy replacement liners for this length curtain?,4,s
B004WMP0RK,Cadco CDR-2CFB Space Saver Double Cast Iron 120-Volt Hot Plate,"Cadco space saver double hot plate has a front to back design, to help conserve precious countertop space. Includes two industrial rated burners with 7.5"" diameter cast iron elements and two infinite Robertshaw thermostats with infinite heat controls. 120 volts and 1800 watts, 900 watts per burner. UL safety and sanitary/c-UL.",how many watts is it,-5,s
B003DLFK8A,Endurance 20 Qt Water Bath Canner Set,The Enurance large 20-quart stainless steel water bath canner features a tri-ply base for even heating and a tempered glass lid with built in steam vent. This set also include the 7-Jar Canning Rack. The canning rack holds 7 quart or pint jars in the proper position for optimum hot water circulation. The rack's design allows it to be raised and supported on the edge of the canning pot for easier jar removal. The canning rack is made from dishwasher safe 18/8 stainless steel with polyethylene coated handles.,will it work on an induction stove top,4,s
B005SRAKAK,"English Rose Matelasse Coverlet,King,White","Elegant matelasse coverlet and sham is woven in the European style. The blend of 80% pure cotton and 20% polyester ensures softness, long wear and washability. Overlock Scallop Stitching. ""English Rose"" Coverlet is available in: Twin (63""x86""), Full/Queen (84""x96"") King (102""x96"") in Ivory and White. Shams are Standard (20""x26""). Note: This coverlet is not designed to cover the box spring or reach the floor like a bedspread would. If you want more coverage, please consider ordering a larger size.",does it have a pink hue to it?,4,s
B0053FZ6RY,Nifty Non-Stick 3-Tier Cooling Rack,"The Nifty Triple-Tier Cooling Rack saves precious counter space and time, allowing you to cool three levels of baked goods at a time. The wire mesh design makes it possible to cool your smallest cookies and candies. The Nifty Triple-Tier Cooling Rack contains an extra support arm for heavier items such as pies and cakes and folds up flat for easy storage. It also features a non-stick coating that is dishwasher safe and cleans up easily.",what is the gap between racks?,4,s
B002HWRDNQ,"Fashion Bed Group Dexter Headboard, Hammered Brown, King",The Dexter Headboard portrays the uniquely historic look of simple beds from an era we thought was gone. The geometry of the headboard relies exclusively on right angles to create a handsome headboard with pared down fussiness. The clean intersections of the vertical and horizontal elements reveal a decidedly masculine profile. The headboard provides spindles and displays 8 solid castings; this element gives the overall construction a hearty and sturdy nature not found in others at this price point. The headboard stretches 52-Inch tall and is finished in Hammered Brown.,does this headboard come with the necessary hardware to attach it to an existing bed frame?,-5,s
B006RWCZC6,Keurig Reusable K-Cup Filter Baskets for My K-Cup (2-pack),One is purchasing TWO replacement filler baskets for their Keurig or Cuisinart My K Cup Assembly (grey or brown housing for filter baskets.) The housing is not included in this deal however most sellers of the baskets carry the housing as well. Please contact your seller for deals on multiple items together in one purchase. The baskets will be sent either in bubble padding for safety or in some scenarios a seller may provide a retail box. PLEASE ASK YOUR SPECIFIC MERCHANT WHICH WAY THE ITEM WILL ARRIVE. EITHER WAY THESE ITEMS ARE STILL 100% COMPATIBLE.,is there an adapter for the keurig 2.0,3,s
B0062CEMPY,Black 4 Panel Plum Blossom Screen Room Divider,"The Shoji room dividers are traditional Asian style screens made from translucent paper and a folding, multi-paneled, lattice-style wooden frame.  Offered by Best Deal Stores. The design of these dividers is light-friendly, yet provides privacy at the same time.  It may be used to divide a bedroom, or define a room/space. Whether it's for home or the work place these shoji screens are versatile, and an ingenious addition to any interior, making them a must-have for modern dcor. These screens also feature a double action hinge, and fold easily for storage. No assembly is required.",is there wood on both sides or only one?,4,s
B0006GC86C,Cuisinart 1mm DLC-X Plus Ultrathin Slicing Disc For DLC-X,Stainless steel disc makes ultrathin 1mm slices; dishwasher safe. Requires detachable stem DLC-339TX-1 Will fit the DLC-X and DLC-XPLUS Only.,will this blade fit on my 11 cup cuisinart food processor?,4,s
B006OMZ5GC,"Artisan Wall Mount Jewelry Armoire With Mirror, 48.5Hx14.5Wx4D&quot;, LIGHT OAK","From our ever-popular Artisan Collection, the Artisan Wall Mount Jewelry Armoire with Mirror will hold all of your jewelry while doubling as a wall mirror. Our Artisan Collection is inspired by the Arts and Crafts movement of simplicity in design and showcases a stunning wood grain set against visually interesting, distinguished details. No longer will you be searching for the perfect earrings to wear for a night out; order yours now. Expertly crafted for years of use and beauty. Coordinate your wall mount armoire with other items from the Artisan Collection. Actual size is 48.5Hx14.5Wx4D""",does it protect silver from tarnish?,4,s
B005GL6D3Q,Solid Wood Espresso Twin Bed,"Solid Pine Wood.  Great for child's room. Dimensions-- 80 1/2""L x 43""W x 40"" high. This bed accommodates a standard twin size mattresses (39""x74""). Some assembly required--hardware and instructions included. This auction is for bed only. 
Comes mattress ready with slat kit.
Mattresses and bedding are not included.
Set includes:  

(1) Head Board
(1) Foot Board
(2) Side Rails
(13)  Slats",what is the height of the bed from floor to mattress base?,4,s
B002R14E48,"40,000 BTU Propane Forced Air Heater","Pro-Temp is the choice for both the Professional and Do-It-Yourselfer looking for portable outdoor space heat.  Regardless the job, we have the right heater for you! Pro-Temp heaters are ideal for garages, workshops, construction sites, warehouses, aircraft hangers, farms, and any application where portable heat is needed.  All Pro-Temp LP Forced Air Heaters include a 10' Hose & Regulator to attach to LP Tank. Heater base is fully enclosed for added protection as well as offers height adjustability.  All heaters are CSA certified!",can this unit be turned on without electricity,4,s
B001E6K2E8,"Microfiber Full Comforter Set, Burgundy / Khaki","Microfiber burgundy / khaki reversible comforter set - Full comes with one comforter, 2 pillow shams, and one bedskirt.  This ultra soft microfiber comforter is reversible and accented with contrasting stitching.  Enjoy the look and ultimate luxury of microfiber.",will it fit a cal king?,3,s
B005OTKVQ0,Barber White Hydraulic Stool Chair Facial Salon Tattoo Beauty,"Our salon stools are made of industrial grade PVC leather and 3"" thick foam cushioning seat for maximum comfort. Each stool comes with a set of 5 soft rubber casters, specifically design to prevent damages to your expensive hardwood floor and increase smooth rolling. An advantage over other stools when you are using this in a clinic or spa, you will be sure that it will be quiet and sound free.",how high does the seat raise to totall,4,s
B004O83YVQ,"Aroma ARC-743-1NGB 3-Cup (Uncooked) 6-Cup (Cooked) Rice Cooker and Food Steamer, Black","Take the guesswork out of making rice with this rice cooker and food steamer from Aroma. It cooks up to 6 cups of moist, fluffy rice and can simultaneously steam vegetables and meats for easy, all-in-one meals. It automatically switches to warming mode when cooking is finished, keeping food warm until ready to serve. You can even cook jambalayas, soups and stews! The break-resistant tempered glass lid allows you to monitor rice without releasing steam, so your food is cooked to perfection every time. And the nonstick inner pot makes cleanup a breeze.",does this model arc-743-ingb have a removable (detachable) power cord?,4,s
B00477RKAK,"Anchor Hocking 16-Ounce Triple Pour Measuring Cup, Glass","The Triple Pour Cup measures portions up to 2 cups. And unlike most measuring cups, there are 3 different spouts. Durable, easy to use and clean.",can you pour in boiling water?,2,g
B004AR7VFG,"Travelocity Travel Pillow, Black",Ultra-soft fleece-lined pillow top; thousands of polystyrene micro-beads;provide comfort; rests head and neck; fits snag around neck for maximum support; black.,does this pillow have the snap to close at neck?,-5,s
B000P9TVZG,Copco 14-Ounce Intrepid Thermal Travel Mug,"Copco's new Intrepid 14oz travel mug with slide bar mechanism. Threaded lid for both right and left hand use.  Contoured shape handle with body grip detail.   Non-slip base, stainless steel outer and plastic inner. Perfect for hot and cold beverages!",does this mug have a screw on top?,-5,s
B004RF7QFQ,Breville BPI640XL Personal Pie Maker,"Why share a pie when you can have it all to yourself? The Breville BPI640XL Personal Pie allows you to make 4 individual pies instead of one large pie, because different palates like different pie fillings. Some people like sweet, others prefer savory. These 4 x 4&#34; pie molds will turn your favorite fillings into a quick dessert, meal or snack.",do the metal plates come out for cleaning?,4,s
B005EOSOIW,Mr. Heater MH15 Single Tank Top Outdoor Propane Heater,"Portable propane heater/cooker for use with portable 1lb propane cylinders, Safety shut-off, 8000-15,000 btu/hr. High-medium-low regulator,",cant i use it in my tente,-5,s
B000TSZTBI,Queen Pink Ruffled Bed Skirt with 14&quot; Drop,"Give your bed a finished look with our ruffled bed skirts. We have a super variety of colors to match any bedroom decor. Our bed skirts are ruffled on three sizes with no split corners. Available in 14"", 18"" and 21"" drop. 200 thread-count; Poly/cotton skirt & platform; Machine washable; Imported.",does it go all the way around?,3,s
B0026RH2Y2,Homelegance 5310BLK 3-Piece Counter Table and Stools in Black,"A fun addition to your smaller dining space, the Scottsdale Collection features contemporary styling in black, white or cherry finishes.",is the table black or cherry,-5,s
B002NZJIHQ,His and Hers Key Holders,"The contemporary design of the ""his & hers"" key holder incorporates either a male or female form, which is raised up against its background forming an interesting design aspect and clearly identifying who's keys are whose!","hi, this wont let me ship to australia, why not please?",1,g
B002HWRDRW,"Fashion Bed Group Ellsworth Headboard, New Brown, King",The Ellsworth headboard shows a refined poise perfect for anyone seeking simplicity with just a touch of character. The profile of the grill carries a gentle arch across the top with fanciful swirls just beneath. The simplicity of the vertical spindles make sure that the bed maintains a certain calm. One should note that each of these vertical elements is fixed into place with a solid casting.  Its New Brown finish completes the headboard.,"i wonder if this headboard could be made 10"" shorter with a hacksaw on the lower vertical post and drilling new mounting holes.",3,s
B006C1TMYQ,"Zenith Adjustable Oil Rubbed Bronze Double Shower Rod, 72 Inch","Decorate your bathroom in style with this adjustable double shower rod from Zenith. Featuring a durable oil rubbed bronze construction, it mounts easily and securely with this included hardware. This adjustable tension rod extends from 41 to 72 inches to fit all standard bathtub enclosures and the second rod allows space to hang towels or a shower curtain liner. The rod's modern design matches well with existing bathroom decor and it is easy to keep clean.72"" L",can you pull out the rod if you are using grommet style curtains or rod panels?,-5,s
B000MOYI5W,Amco Measuring Spoons for Small Amounts,"Ever wonder exactly what Grandma means when she says the secret to her famous apple pie is a ""hint"" of allspice or a ""pinch"" of nutmeg?  Amco has your answer -- Hint, Pinch, Smidge, and Drop Measuring Spoons take the guesswork out of Grandma's secret family recipes.  The handle is imprinted with the measurement and is pierced to hang for storage. Handle and bowl are constructed of a solid piece of metal -- no seams or welds to break or harbor bacteria. Made of 18/8 stainless steel, the spoons are dishwasher safe.",which spoon equals a gram?,4,s
B001KW0BI8,"Prepac Cherry Large Capacity Hanging Wall Media (DVD,CD,Games) Storage","A beautiful mix of practical storage and Home D&#xE9;cor fashion, the Triple Floating Wall Storage is designed to manage a large collection of CDs or DVDs with style.  Mount on your wall as a stand-alone d&#xE9;cor piece or above a complementary piece to make your collection easily accessible.  Floating wall storage is ideal when floor space is limited and with our easy to hang system can be mounted at any height to best suit your room requirements.",storage capacity: how many dvd's does this hold?,-5,s
B0006FJ2RG,"Hamilton Beach 80675 Permanent Gold Tone Filter, 8 to 12-Cups",The Hamilton Beach Gold Tone Coffee Filter is a permanent filter for BrewStations and many cupcake filter coffee makers.,will this filter fit in the hamilton beach 48464 brewstation?,3,s
B00015COZI,"Libbey Crisa Moderno Dinner Plate, 10-1/2-Inch, Box of 12, Clear","Contains twelve 10-1/2-inch diameter dinner plates in clear.  Classic, clean design.  Dishwasher safe.",are these plates made of tempered glass?,3,s
B0013VALOK,Norpro Glass Froth Master,"Make froth for all your coffee drinks, hot chocolate, even desserts. Use cream, hot or cold milk and or non-fat milk that froths beautifully. Frothing milk manually, without adding steam, produces a lighter froth, that is easier to digest and longer lasting froth. Tempered glass body. Capacity, 2 Cups/16 ounces. Includes instructions and recipes.",can this froth non-dairy alternatives like almond milk or coconut creamer?,3,s
B000GPOEXS,"Wine Tote, Genuine Leather, Black (Brown) (11.5&quot; H x 15&quot; W x 4.5&quot; D)","With features such as a thermal insulated main compartment and an adjustable shoulder strap, this wonderful tote has everything the wine lover needs for a perfect afternoon. .",is the tote black or brown?,2,g
B000FEHG1M,La Pavoni PA-1200 Napolitana Stainless Steel Automatic Espresso Machine,"Napolitana!  The latest addition from la Pavoni is not only beautiful but built to last.  The entire body is made of 18/8 stainless steel then polished to a gloss finish.  This unit is semiautomatic, (you manually start and stop the flow of coffee via a b",is it possible to attach a water line to this machine?,2,g
B00005QTX8,"Hamilton Beach 04230FS True Air Replacement Filter, 3-Pack","Suitable only for use with theHamilton Beach 04255 TrueAir  Plug-Mount odor eliminator, the three carbon filters in this  package are terrific for eliminating kitchen, bathroom, pet, and  tobacco odors and also useful in places like workrooms and trash rooms.  Each filter can last up to 1 year, depending on conditions.--Fred  Brack",will it fit in model 04532gm?,4,s
B002KAPDQO,"Kalorik 200-Watt Electric Meat Slicer with 7.5&quot; Blade, Silver","Stop paying extra for pre-sliced food. Slice your own meat, cheese, bread, vegetables and fruit quickly and easily with this quality slicer. Features precision depth control and a strong, high quality 200 watt gear motor. Variable thickness control dial from 0 &#x201C;safe mode&#x201D; when unit is put away, deli-thin 1/32-inch to 1/2-inch thick. Large multipurpose 7-1/2-inch serrated stainless steel blade handles a wide range of food sizes and shapes.",can frozen meat be sliced as well?,2,g
B0088AHKKC,"Sunbeam MSU6SFS-T000-11A00 Waterproof Heated Mattress Pad, Full","Rest easy in the comforting warmth of this Sunbeam Waterproof Mattress Pad. The 100-percent cotton, 200 thread count top with waterproof backing and six ounces of fill protects the mattresses from spills and accidents while soothing warmth provides total relief. The SelectTouch controller features 20 heat settings, including preheat, and 10-hour auto-off function.",is the waterproof layer above the heating wires (top) or below them (bottom)?,4,s
B00322PH2E,Skater Studio Ghibli Kiki'S Delivery Service Lunch Box,Size Approx. H: 16.2~W: 8.2~D: 8.2cm (When the upper box is put in the bottom box.),is it microwavable?,4,s
B007C5338C,BUTTER DISH,"Can't have bread without the butter! Great addition with the salt & pepper set. Hand painted in mexico, leadfree, and dishwasher safe!",what are the dimensions?,4,s
B0083AR8LI,Doctor Who Tardis Teapot,"DR182 Features: -Material: Ceramic.-Tardis shape. Dimensions: -8"" H x 4.8"" W x 7.5"" D, 1.6 lbs. Collection: -Doctor Who collection.",what is the size?,4,s
B0026I0ILA,"Oxford 4 door Console, 4-DOOR, BLACK",The lustrous finish of this sideboard from our Oxford Collection makes this a piece that will accent any kitchen or dining room decor. The storage space found behind the sturdy wooden doors can be modified using the adjustable shelves.This sideboard is constructed around a solid wood frame for a durable piece of furniture that will be a part of your decor for years. Order one of these sideboards for your dining room today. Actual size is 4-DOOR,what are the dimensions of this tsble?,4,s
B005HS1RPM,Giarraffa Co. Push Pop Containers 50 Count with New Threaded Screw in Stick and Base Design and Tall Flat Top 1&quot;lids Plus 25 individual Square shape base Stands!,"Push Up Pop Containers with Lid. Clear plastic push pop container kit includes: Cylinder, Base, Stick and Lid. Great for push cakes, ice creams and cream desserts. Base fits snug into cylinder so there is little risk of ice creams and sorbets dripping. Fantastic for all occasions!",can these be used to make popsicles using juice?,4,s
B007P6N09K,Crestware Set of 4 Onion Soup Crock Bowls - 10 ounce - Restaraunt Quality - Porcelain -,"This set of 4 onion soup crocks are a great addition to any home or restaurant kitchen. They are oven, microwave and dishwasher safe.  These are made of porcelain and are vitrified. Great for all soups, mac and cheese, or anything else you desire.  Suitable for everyday dining and party use.",is it oven safe to 450,4,s
B000YHOQZ4,GB Eye Langrish Running Poster,This high quality poster image is approximately 36-Inch by 24-Inch and is suitable for framing. The poster offers a lower cost alternative to a more expensive print or painting. Posters are perfect wall d&#xE9;cor for any household or age range.,what is the size of this poster?,4,s
B004YXW1BU,Hogan Mocha Contemporary Press Back Cahise,"The traditional beauty of this recliner from the Hogan collection features a comfortable, relaxed design to fit into any living room decor. The bustle back design and pillow top arms with plush padding that matches the supportive seat and back cushions to cradle you in comfort. The warm earth-toned fabric and contemporary design is sure to be the star of your living or family room. Reclining mechanism features infinite positions for comfort and takes up little to no wall space when reclined. Matching pieces available separately. May require assembly.",does this recline fully flat?,-5,s
B0001IWWV6,Kitchen Craft Stainless Steel Butter Dish and Cover,KCBUT Features: -Butter dish with cover. Construction: -Stainless steel construction.,where was this made?,1,g
